vin|streetName|vehicleMake|reportedDate
1NHOU24KDLU241047|KAKALA ST|bmw|8/20/2014
3ZSFZ73HACS602763|NOHEAIKI WAY|dodge|6/12/2012
4TMNB21BOIL852353|LAUPAI ST|dodge|1/31/2015
5CEVW99XFNA492326|WAILOA LP|plymouth|5/5/2015
4DHCM83CRQR890261|WAILOA LP|jaguar|12/27/2016
1KWOQ11VQMG995306|MAHIOLE ST|porsche|11/7/2016
4DUQG74KCTH817675|HERBERT ST|honda|3/24/2014
5ZGBI19QAGT909481|HERBERT ST|saab|8/31/2012
4YSSF60AZEG326844|DOMINIS ST|volkswagen|10/31/2013
2SWIJ20CIYC416842|OHEKANI LP|audi|1/14/2014
2HBSY80PEFZ845744|HOALA ST|renault|5/3/2015
5ESHD59UMZL790405|WAILEPO ST|subaru|5/11/2014
5UHDL50BYQE965418|NENEHIWA PL|mercedes-benz|8/9/2012
4VCBM92LGVY899219|LAIA ST|porsche|7/26/2017
5AQEW32EDBV935625|KALIKO DR|mitsubishi|3/20/2015
4EWHY13BUWY266063|KEAKA DR|mercury|1/5/2013
1XJSI60UNGW928832|SPRECKELS ST|nissan|1/15/2016
3GOWV45SUNV765437|SPRECKELS ST|nissan|9/27/2011
3HISE28BHZI596905|DOLE ST|toyota|7/30/2011
5VHJO90YWSF532530|DOMINIS ST|chevrolet|5/31/2013
4PUVT33GNZY96822|HOUGHTAILING ST|plymouth|9/28/2017
2RXGX19OICS517903|PUANANE LP|audi|1/29/2013
2LZNJ31UYJL903345|ELUWENE ST|renault|4/24/2015
4MVZX98JBSO56451|KALAEPAA DR|mercedes-benz|8/23/2012
1XJCX20WMTV415894|POHAKUPUNA RD|mitsubishi|3/16/2017
3ZCKT51UCIR762133|FORT WEAVER RD|audi|4/17/2012
3TWEZ40RNRF531578|LILIPUNA RD|audi|8/26/2011
2QXBY91DARP863597|ANAPUNI ST|audi|4/21/2014
1YVCC15HLMO238308|MOKUNA PL|toyota|10/3/2012
1PLDO84RXPO566261|POHAKUPUNA RD|mitsubishi|8/15/2011
5WWHE27UGYD601665|POHAKUPUNA RD|mitsubishi|5/8/2014
2WPLD12EUPS292737|EDNA ST|honda|5/1/2011
1WVAL61MAVZ325771|EDNA ST|mercedes-benz|2/20/2017
5BJZQ43USDC975659|AUWAIOLIMU ST|peugot|4/22/2015
1ZRXM49DMNT404398|ISENBERG ST|mercury|10/19/2011
1BEOD65BUNM81745|IMUA PL|renault|7/9/2013
2XBYV90TTAM806659|HALAWA DR|honda|9/8/2016
5DDOS0LGTZ28069|ALA LOKE ST|bmw|11/17/2011
4JHDR37CJZO469193|PUALEI CIR|subaru|8/19/2014
4PBED30DPPN976733|NAWAHINE LP|mercury|12/2/2017
2GYKU5CLJW538079|VARSITY CIR|mazda|8/28/2012
3IQEV15UWYP196519|VARSITY CIR|saab|2/24/2016
5BZFQ9ZGKP372714|VARSITY CIR|mercury|3/19/2015
5HVMA5PGQG382054|VARSITY CIR|alfa-romero|10/23/2011
1JCOT24HTAH388800|VARSITY CIR|peugot|11/27/2017
5SQIU83FSMG245828|KAMAHAO ST|plymouth|5/12/2013
1ZYRN39TBXQ848279|VARSITY CIR|bmw|11/18/2017
3SNJR14SDWU743799|PAHU ST|subaru|3/18/2014
5OFHG50WRRK451820|PAHU ST|mercury|1/3/2013
4UHLR0KKXO657248|PAHU ST|isuzu|6/8/2017
1FSMQ80KAZL195562|PAHU ST|renault|4/6/2015
5GVOA78HHBM243430|PUOWAINA DR|mitsubishi|2/25/2014
3ZZIS59ARWE809482|MAPELE RD|plymouth|3/5/2012
3XYJC54XNLP121549|HINAEA ST|chevrolet|8/16/2012
2UMFO43BBXR695702|NIOLOPA PL|honda|8/27/2013
2MHUM25OLEB547565|NIOLOPA PL|porsche|7/22/2012
2FKQI77HIQT834315|NIOLOPA PL|jaguar|2/21/2015
3OXME56KEYD528622|KEIKIKANE LP|renault|6/10/2013
3JXBY11SGNY770148|KUHINA ST|mazda|2/21/2016
5RMVX90VXXP923872|PIHI ST|honda|9/11/2015
1XDXK56JHXZ723974|PIHI ST|saab|3/15/2016
2ZLLA13AGWF680235|PIHI ST|alfa-romero|12/5/2017
4QUYM70HJTU859117|PIHI ST|chevrolet|11/30/2017
1EKRB56VRQB594536|LAHI ST|saab|3/18/2013
4YZEM46GJBF226532|MEKIA ST|mitsubishi|9/10/2017
4YBTZ53LWLT601126|MEKIA ST|alfa-romero|1/3/2015
1CANO42XQZP83202|LIME ST|volkswagen|3/23/2015
1DZQU5WYPQ828816|OAHU AVE|volvo|4/22/2015
3KUXG48ZTAD52035|JUDD ST (SOUTH)|honda|10/8/2016
3JOHT97SSCD388473|LUKEPANE AVE|toyota|9/11/2012
3EXPK45ATAI532675|WAIMANO HOME RD|dodge|5/1/2014
5GLCJ72MHRA924567|PALOLO AVE|mitsubishi|2/28/2015
2OQBI94FRBU78228|ELEU ST|toyota|2/10/2015
3HNTO9DDZH675443|FRANCIS ST|chevrolet|8/29/2011
2SVME38QZHU636294|IPU LEPO WAY|peugot|10/3/2011
2ALYX80UHTS953941|2ND AVE|toyota|8/4/2012
5IKMQ22EIOD84698|LOLII ST|chevrolet|11/14/2015
2NSCC16FIMC939085|LIKINI ST|mitsubishi|7/2/2014
5UZZA3CTXE840984|ULUA ST|isuzu|9/27/2012
2TPXK66VHKF686697|WAILELE RD|mitsubishi|11/5/2014
4FXBU60NLKK920921|HONOMANU ST|volvo|6/1/2012
3VZVQ60YMHD488518|HONOMANU ST|mercury|6/12/2015
2YTRY46BDBX930191|AWEOWEO ST|jaguar|4/17/2012
2WOQK42HISH12015|WAIAKA RD|isuzu|4/29/2013
1WNIF7DGLM181375|ULANA ST|subaru|5/12/2014
5SQKC47DCLU948276|KAHUANANI ST|mercedes-benz|3/14/2011
5KZWG63PXZR8864|KAHUANANI ST|jaguar|2/26/2017
3WCLN86HEHP564930|KAIKO ST|honda|7/7/2015
3DUYC94SRPH711668|WAIAKA RD|renault|8/25/2012
5HFRX92FPZM642432|HANUA ST|chevrolet|3/30/2017
3KVDL39VKZH847509|HAUULA HMSTD RD|mercedes-benz|5/19/2016
2LVSV86WETT270463|PALAHINU PL|mercedes-benz|4/1/2014
1NUOS61XVAX855782|KAIHOLENA PL|subaru|9/28/2013
3GWYY74QTZG621292|KAOMI LP|nissan|12/10/2016
3UELJ94QJCO464177|KAOMI LP|mercury|9/19/2012
5TAGJ84PHUY875230|PUUKAA ST|mercury|9/25/2012
4TQTG30KRAS233491|KAOMI LP|saab|3/28/2016
4BYRM11RMFG597449|KAOMI LP|saab|1/1/2013
5ZKFN63ILIW961985|KAOMI LP|bmw|2/14/2012
1UBQW42BVBE826432|KAOMI LP|alfa-romero|11/25/2013
3FHFT72MUUS896020|WAIHAU ST|porsche|2/21/2016
1ZCWE94EZTZ284047|WAIOMAO RD|plymouth|7/29/2013
1IAKU20NZBK197732|KAHOA DR|mercury|6/12/2015
1WDGD99NOPJ582037|MANOA RD (EAST)|honda|4/25/2011
3POFW40VOHA999911|KAHUANUI ST|mitsubishi|2/8/2014
5ZGWX40PFGB787275|KAHUA PL|mercedes-benz|2/7/2011
2MADH20RLBL363749|KAHUA PL|volkswagen|1/17/2017
4GCAS21OZTS159690|MAUNALEI AVE|volvo|7/9/2011
4IWGI57FGHG984759|PAANI ST (MAKIKI)|volkswagen|11/15/2011
3ZPZG33XFRT671742|KAIKO ST|jaguar|1/23/2012
4ZYEP86ARTV340754|KAIKO ST|nissan|9/9/2014
3JVYO59GTLV921411|PALAILAI ST|peugot|8/22/2011
2JLAV62TFNE682214|AIALII ST|saab|9/13/2011
4HNKM28GKYC526190|15TH AVE|volkswagen|4/18/2012
5UJWT90CYTF547745|SADDLE CITY RD|plymouth|4/11/2014
2KPDR46KMJH122561|KAMINAKA DR|alfa-romero|10/5/2011
1DQPX87OUFY790275|POHAKUPUNA RD|porsche|8/20/2016
1QURC88UGZO125362|POHAKUPUNA RD|mitsubishi|8/3/2015
5SVMZ5XELP490448|SALT LAKE BLVD|bmw|11/7/2016
3CZJD74WEGH109229|LAALOA ST|renault|6/30/2017
1EACF5YDGT127236|16TH AVE|subaru|11/9/2015
1FSON36PHJG658522|NOBREGA ST|volvo|9/17/2017
5WTKD35YZAL676702|KAIMALIE ST|toyota|8/27/2013
1BGBE45GUEE718894|LAHILAHI ST|alfa-romero|7/12/2017
5LWPG63TUQG54830|KEAWE ST|porsche|4/26/2014
5ZQXT32YZIK780399|PAKI AVE|isuzu|1/31/2011
5BKMK86ZNMW46982|MARY ST|bmw|6/1/2012
3MSLR72DIYF134247|SILVA ST|saab|3/3/2016
1GZSA93CWTU627889|POHULI ST|mazda|12/11/2016
5ASEL3CJYW337793|POHULI ST|dodge|1/8/2017
4KERI0VYLZ148204|ANAPUNI ST|dodge|5/11/2014
4PDXE16NPXM729693|KILANI AVE|audi|11/13/2013
3GMEE60LAQQ602392|MIKALEMI ST|mercury|5/19/2013
4BYGM21TLFN368035|KAWAIHUNA ST|plymouth|11/4/2016
5OJNK45TQHQ903126|NAHIOLEA ST|saab|9/15/2016
1EDNU1GALI958389|MANUKU ST|dodge|11/5/2016
2TRPU31JBFX35233|LUKEPANE AVE|mercedes-benz|1/1/2018
2FITR80NNUV948652|LEIALOHA AVE|subaru|12/24/2011
1ZBYE5VCKS112738|ALA ALII ST|renault|3/23/2017
2FPPF75UZQL449676|KEANU ST|mitsubishi|4/5/2014
4WZZB36GXLP633482|WAIOLA ST|chevrolet|2/26/2012
5AVQU3AYZU709922|HOPAKA ST|plymouth|8/20/2016
5YIJD76MRRO973174|HOAWA ST|porsche|8/23/2014
1WLHJ57VKRE843576|NAHIOLEA ST|renault|8/3/2011
5YYPW3NOYN226142|KUKILA ST|subaru|7/22/2013
5OTWV7CTDU680424|KAWAIPUNA ST|jaguar|9/28/2015
2ABMT0URTR99554|HUI KELU ST|volvo|7/19/2013
2BEFE45CDMY215231|UALENA ST|volkswagen|6/12/2012
3PDTC29VAEW388175|PUOWAINA DR|mercury|8/31/2013
5OLFR10BDQY175688|PUOWAINA DR|honda|12/17/2011
3MROF28ZDYY699536|PUOWAINA DR|nissan|2/7/2014
5DHXS50DSCN251409|PUOWAINA DR|mercedes-benz|8/26/2011
5GPJK64QMKE705288|PUOWAINA DR|saab|2/25/2014
2KMCU13LJES846873|SHARK PL|peugot|8/18/2012
4QAST12LEWS289586|SHARK PL|toyota|1/18/2016
3KUMU73DATZ512052|CITRON ST|dodge|6/6/2016
1KJCQ1MXQK409589|CITRON ST|chevrolet|12/4/2017
4QQXA7DFBM204770|MACHADO ST|mercury|12/2/2015
1IGHH82NCVX620362|OPEHA ST|bmw|12/31/2014
2VVXN43BKOY178874|MAHIOLE ST|volvo|1/8/2014
3UNPN6UCNZ36772|DATE ST|porsche|9/9/2016
3CETY16DKFQ565066|DATE ST|volkswagen|11/16/2011
5KRBC4HDQZ660128|HINANO ST|volvo|7/29/2012
5ORGO23NGLV551536|KAIKO ST|mercedes-benz|11/7/2012
4JDID99ZREC741483|KAIKO ST|toyota|9/16/2015
1UWUF10RGSJ863357|PETER ST|renault|10/27/2011
1BGVF16LMRI140255|PETER ST|renault|4/6/2016
1RJUW7OLEU519016|KUALII ST|alfa-romero|11/9/2012
5PMVC49GZXV800451|KUALII ST|plymouth|8/5/2013
3HIRO86XEXU191531|IPU LEPO WAY|bmw|6/8/2015
3WSZA50UCSR567899|KAUHALE ST|porsche|10/5/2011
4EYCS66FSXW251021|PUPUOLE ST|dodge|8/28/2015
1PIXG2HSTE380340|KAINALU DR (NORTH)|mercedes-benz|5/14/2016
1VYNG75GYVI634921|KA HANAHOU CIR|toyota|8/5/2013
3PXLX30JHXT465721|KAI KALA ST|volvo|5/4/2016
4LBIL23MLSS638921|AIALII ST|renault|3/22/2017
1QQMP83BNBH839224|9TH AVE|volvo|1/26/2014
3XWVW58QYAT479200|AUIKI ST|mitsubishi|1/24/2013
4YSPB28FRDI303979|ALA HOKU PL|isuzu|12/21/2014
5EXJQ56FPPN289905|UKIUKI PL|toyota|7/30/2016
3CMXM11RZCP860796|ISENBERG ST|peugot|7/16/2015
1DZRX94UJMM722566|KA HANAHOU CIR|chevrolet|12/22/2017
1HCVV7JJRS397860|HAUULA HMSTD RD|volvo|7/4/2013
2AHUG27IWEC575222|ALA KAPUA|isuzu|12/27/2015
1BZLG14MKPX330755|LIPALU PL|dodge|12/2/2013
4GKXF85OYAA327174|PUPUOLE ST|peugot|9/15/2013
3EGVL38NAHL610213|KAWAIHAE ST|honda|9/20/2017
2RXYW41WCFK574043|10TH AVE|volkswagen|10/2/2011
4RGWA34JTGU462509|KAM HWY|dodge|10/18/2011
5AYLY35MZPX60268|KAM HWY|peugot|4/11/2011
1UIDY28DDBG424356|PUPUOLE ST|toyota|12/4/2016
1KZVP23HKEY284510|SPENCER ST|alfa-romero|1/31/2013
2YZBE39ZUEI516636|MOKULELE DR|isuzu|12/26/2014
1CKWK16TAFS994424|PUPUOLE ST|peugot|3/15/2014
1OBPU85LVLA995895|KINOHI PL|audi|7/29/2015
3USUO22PDTB737539|EWA BEACH RD|saab|4/13/2011
5GQOL64YXKA387540|PUALU ST|peugot|1/23/2015
3WNKH13TJHH426296|KOMO MAI PL|dodge|10/16/2012
5DAFI99ELAR278145|FARRINGTON HWY|jaguar|11/19/2013
2DIEC5TMZG970522|FARRINGTON HWY|audi|9/25/2012
3BSSD88JICZ11419|ALA WAI BLVD|mercedes-benz|6/25/2017
4IUZE86SAKU188122|POLINA PL|dodge|9/9/2011
3JPGB35IPAG748695|POALIMA ST|subaru|11/9/2016
2ZOYM62FKTV391825|KAHIMOE ST|isuzu|3/26/2016
4HALC92WOZB204651|PAHOA AVE|toyota|3/14/2011
5VFAH80RVYO839457|KAKOI ST|mercedes-benz|6/14/2016
5BPIP70ZVTP339765|DOMINIS ST|renault|4/15/2013
3THRF22MMOU930707|ISENBERG ST|renault|7/23/2011
3HXIO94NVEG133959|ALAPAI ST|porsche|4/17/2014
1FGVU1UDVN745493|LAKEVIEW CIR|mazda|10/30/2016
2JTRX94UYUD971082|KOAUKA LP|chevrolet|5/12/2013
3IZUK46OZCA472964|KOAUKA LP|dodge|11/10/2015
4WVGB21VKWB817178|KOAUKA LP|volkswagen|12/12/2011
3UQVH52YPQF843597|IMUA PL|dodge|6/3/2016
4MWJR65GDYT49710|KOAUKA LP|mercedes-benz|6/27/2016
4AJGG98UKLA266991|KOAUKA LP|plymouth|9/19/2016
1CZNS59JNIA391245|UNIVERSITY AVE|porsche|5/15/2016
1TAFK71ZWND25311|UNIVERSITY AVE|dodge|8/5/2014
2YGQQ64HAWE219078|HIHIWAI ST|chevrolet|12/7/2016
2GDRA65QMQR872856|HIHIWAI ST|porsche|1/1/2013
5UAPJ19NNJJ58955|PROSPECT ST|alfa-romero|2/8/2012
2OMPT56FLBM103052|HUELO ST|audi|7/6/2015
5IVUB59FWPG590023|PROSPECT ST|subaru|1/24/2012
5GUOG34URST155742|PROSPECT ST|volkswagen|4/26/2013
4LFLM88TRNP531111|PROSPECT ST|toyota|7/6/2016
3WQDI24WZWG835243|PROSPECT ST|jaguar|9/4/2016
4QNIV98YTZM446786|PROSPECT ST|subaru|9/3/2011
5IIYY94XQIO337856|PROSPECT ST|porsche|3/1/2013
2GMDQ40DJEO79138|LIKINI ST|toyota|1/10/2016
3RJUG8IIDG940674|KOLO PL|peugot|1/22/2016
4JVRH34YSEM823895|KOAENA PL|renault|2/27/2013
3RUDC44RYSJ190685|HOOLU PL|toyota|4/12/2012
2ZZCB55WIAU478072|WILIWILI ST|nissan|3/9/2017
1YWSX78GSYM511275|OHEKANI LP|dodge|3/28/2013
2PVSM12KGBO490267|HAWAII KAI DR|mercedes-benz|2/6/2017
5WGLV7WGJA815870|OLI LP|bmw|11/7/2014
3XXAQ5QENX400384|ALA MAHAMOE|mercury|2/12/2012
1JTIT23JEQT551343|HALEKAUWILA ST|honda|4/12/2015
3RDBV56TJOQ960169|HALEKAUWILA ST|mercury|10/15/2015
4KUGN70EQWD332989|DOMINIS ST|mazda|6/22/2015
5QSGF16YKEU138294|SHERIDAN ST|isuzu|6/2/2011
2MZXL72ZVGB163715|LOEA ST|bmw|3/1/2017
4EQDV91SHMM444753|AIALII ST|mercedes-benz|6/18/2015
4NGNK71SPLR968313|11TH AVE|mercury|12/19/2012
5TQBL48YCYO114636|POALIMA ST|plymouth|12/1/2015
3HYQJ1SGNJ782884|ALGAROBA ST|jaguar|1/25/2012
1JQYR77DNAR178432|ALA KAPUA|mazda|2/20/2012
2FNHC82NDYP859591|HALEIWA RD|dodge|7/25/2016
4ZJNI3WHJH311977|KAUHANA ST|jaguar|9/20/2015
4MTQN76UKGG562585|ALAMIHI PL|peugot|11/9/2016
1MQNU37TPMZ61020|HALUPA ST|audi|11/30/2012
1CZKO98HPAO669569|MOHA ST|volvo|6/20/2011
1NVWE13MSJL538996|AKUPA ST|honda|11/10/2013
5VKCM80QJBO629222|KUMUIKI ST|saab|11/19/2011
4OFUK20XCAA985818|IKULANI ST|mitsubishi|8/19/2011
5XCFA16HLTM195232|NALANI ST|peugot|12/21/2012
1HMKI85ANCZ315395|NALANI ST|bmw|8/18/2017
5ESDI28ZTNX228531|KILAHA ST|bmw|7/16/2014
3TCWD99PVRN163485|PENSACOLA ST|bmw|9/21/2017
4LPYH63PXHB470779|PENSACOLA ST|honda|7/11/2012
1NEER18WZHJ828393|PENSACOLA ST|mercedes-benz|10/13/2015
5BQKR11XDHP238228|PENSACOLA ST|volkswagen|2/15/2011
3MPNK12HKOM937034|PENSACOLA ST|alfa-romero|7/14/2013
5VNZN44MNMU467310|PENSACOLA ST|nissan|3/28/2016
1URKJ64AFSF462273|RYCROFT ST|alfa-romero|9/3/2014
4VAHI53DNPG879107|MAKIKI ST|subaru|1/30/2012
2PZQP7FVQP489625|PUPUKAHI ST|dodge|9/4/2016
4SIVN99HIHW179763|KELLOG ST|renault|9/17/2016
1JQKB76BERS565697|DOMINIS ST|honda|4/29/2017
4QFDI0IIKU217968|ANAPUNI ST|mercedes-benz|8/20/2012
2MVHD49GXON590372|HAMAKUA DR|volvo|8/8/2015
2PZGX52DWBO385022|KUOKOA ST|mercury|2/4/2012
3ECAA5ZGHC440451|MANAMANA PL|chevrolet|10/22/2016
5LXLY76RCQE253852|KUOKOA ST|audi|6/18/2012
4SCXA73UNTA910621|KAIKO ST|volvo|8/1/2012
4FLNF91MZES911988|KAIKO ST|isuzu|12/10/2012
3OPFP62CSYC34899|NAKOOKOO ST|alfa-romero|1/18/2011
3ZSUP56OTRD958786|PAHU ST|toyota|2/5/2017
3ASOS5SBGY34015|KANAINA AVE|volvo|5/28/2015
2PFOA21CBXN382642|SHERIDAN ST|renault|6/12/2015
5LTZK81PPDG157324|SHERIDAN ST|isuzu|7/17/2015
4JKHU90HGBS396098|INOAOLE ST|saab|2/9/2013
2PPWI70FRDH428484|HAMAKUA DR|honda|6/14/2015
3ZSYN1KWQM236153|NIMITZ HWY (NORTH)|mercedes-benz|3/4/2017
4BHCI43PQDY903581|WANAAO RD|mercedes-benz|2/22/2014
5GSKR80ZUZH318013|FARRINGTON HWY|toyota|9/9/2012
4TKBS17LHSD35730|KAMAHAO ST|nissan|6/4/2016
2IHGY97NEPA518660|KAMAHAO ST|mercedes-benz|4/21/2016
4AQTH31BKLF709769|NOELANI ST|peugot|8/9/2012
1ZSNI39JXEL406116|KAIHAWANAWANA ST|mercedes-benz|2/16/2015
2CYQG55TBEN112743|NOELANI ST|subaru|3/24/2015
3NHXA0TGXV607821|PUMEHANA ST|nissan|8/1/2015
4RKAV38RSDS78486|MILL ST|mazda|7/23/2015
2QYAP55IDAM291114|PUUANU ST|volkswagen|4/6/2014
2VXTZ87VTOU435040|KALEO PL|nissan|9/11/2017
1UYUD86SKJT876109|HUNAKAI ST|mercedes-benz|4/18/2011
1KSMR33BDNG784997|PUPUHI ST|alfa-romero|8/19/2014
2DSEN28YYPA315507|HIAPO ST|renault|3/24/2017
3TUUW48YOWR418368|POOLA ST|chevrolet|4/19/2016
5UYSQ66FVLF650799|PALAMA ST|saab|11/2/2014
5ETGV29WHCW64331|PALAMA ST|audi|5/24/2013
4KVUP1YPCN938086|ALA KAPUA|isuzu|6/5/2013
5RSFN74QUAI278201|KAMOKU ST|mercury|3/30/2017
3YVCR89KYLO956996|LUMIIKI ST|isuzu|1/30/2014
1LBAX67QLOB914070|CASTLE ST|mitsubishi|4/3/2012
3PLMZ38IGAL495017|KOAUKA LP|renault|10/28/2011
4NOQO7YKDT592878|KANEOHE BAY DR|mazda|8/30/2012
5UGRT53TBFZ133922|MOANALUA LP|chevrolet|5/24/2012
5HIFI67DHNY32057|18TH AVE|subaru|4/20/2017
1EQDH42LTWT878436|WANAAO RD|subaru|9/9/2016
4VJIE0DHVP227424|KEALAHOU ST|alfa-romero|12/3/2012
5ZTCN75DQSX409332|UWALU CIR|honda|7/14/2011
2DQCE43QUNR530993|APAA ST|volkswagen|2/19/2017
1ILTU92HTKN737895|PATY DR|jaguar|4/12/2013
1WAFQ0FQYK465598|ALA WAI BLVD|honda|12/27/2014
3HCRB70SMPO428309|IMUA PL|peugot|9/2/2013
5WXXA21CDTY116856|AKAMAI ST|bmw|9/4/2013
1RXFW2IEYH633636|MALIKO ST|toyota|5/13/2014
5YEJH73DTYQ103172|KEKEPANIA PL|mercedes-benz|2/4/2013
3WJFR43VAMY600395|WAILEPO ST|volvo|12/24/2012
5UPLT33ZVBS724872|AWALAU ST|honda|8/29/2013
1KMJE4HSIN27634|KAIHOLENA PL|isuzu|5/16/2011
3GKIR31UQDS397266|KAIHOLENA PL|jaguar|2/9/2015
1JZPD2HZVO310409|ELUWENE ST|audi|3/13/2013
4QFRO47LHQE591132|GREGORY ST|mazda|6/1/2015
2OBIS18XELX158507|GREGORY ST|honda|1/8/2011
4KBDJ49IHEK335171|MALAHUNA LP|honda|7/16/2014
3GWIL26FOMI484553|MALAHUNA LP|saab|7/19/2013
4HWEW70OPVS25414|IMUA PL|saab|10/9/2012
5PHQE25RWVD98575|KANALUI ST|mercury|4/16/2012
5HPLA40YTKW103992|KAUHANE ST|volvo|4/25/2016
4PYXM17HSWC587841|10TH AVE|nissan|10/29/2011
5YTUR73IRPL401323|PUAHUULA PL|mazda|10/19/2011
4UGGW86NRMY561381|OLENA ST|plymouth|7/27/2011
5WVGP61FBKL636907|POALIMA ST|bmw|1/19/2013
5YAXM41SAVG366970|POALIMA ST|audi|2/11/2013
2CERC73WUOI539161|PALM PL|isuzu|11/14/2013
4QIRN9YZHR673593|KAIKAUHAA ST|peugot|5/14/2012
5SOJW0KPHX206263|HINA ST|mercury|12/2/2015
2YWIN92GEFX841352|PUUOHALAI PL|plymouth|4/27/2013
1PCMJ84QHSG871423|YOUNG ST|saab|1/11/2011
3KSQZ45QZGT971246|KAHUALENA ST|toyota|1/11/2015
2CXDK78ZXYJ282733|KAHUALENA ST|jaguar|1/2/2017
3WBUV16NELV20701|PAHIA RD|mazda|12/1/2013
4ARXP64TATP846614|PAHIA RD|renault|3/15/2013
3LFZT33LOND944780|MAALAEA RD|toyota|9/10/2014
5OQRE19ARRZ399362|WAILEPO ST|chevrolet|6/12/2016
4PFGX91MZGO471135|MAKAMUA ST|honda|4/12/2013
2XZZD75DAGI658005|OAHU AVE|isuzu|4/12/2017
1TNVW12QOIN387175|KOMAIA DR|isuzu|1/9/2015
4YZXN61UJOV696839|AIALII ST|isuzu|8/15/2015
5LUKB3POVD501111|AMOOMOO ST|honda|4/8/2011
4YXQM85SAND390348|MAKAKILO DR|isuzu|2/18/2015
4NSPV11LBOJ933624|HOOMALU ST|audi|4/27/2014
4AUJA94UJQD405408|NORTH RD|renault|3/5/2012
4HGIU86RZLZ402431|OAHU AVE|toyota|1/8/2013
3TYPT19MQRV749739|OAHU AVE|porsche|4/28/2016
2WGIO54WKMY258936|PUUKU MAUKA DR|volvo|1/17/2015
5GNIC45LOZC248466|MANOA RD (EAST)|saab|9/1/2016
3AJFX6DUGX183868|PUAAPIKI ST|mercury|3/26/2012
3ITAZ90TSHT83772|HALAWA HTS RD|nissan|4/15/2015
5MDGQ49BGIK786453|AKILOLO ST|bmw|2/13/2017
1YXVP62ZVYI7004|PAOPUA LP|nissan|8/17/2017
3QXKP37ZOOT124348|LAUKANI ST|mazda|1/5/2016
4ODNM4PKBZ858009|WILIWILI ST|renault|5/18/2011
2QWIV31AGFX9081|MATLOCK AVE|peugot|2/6/2012
5FDVN67FPUC666956|MERCHANT ST|jaguar|9/26/2017
4JUIM36YUKA538043|AKAAWA ST|chevrolet|7/27/2016
3BFFC85WZVB354929|KUAKAHI ST|mazda|3/24/2011
1CEKR37BDIR600893|AKAAWA ST|isuzu|11/15/2012
4TZRE5DMNB110121|AUNA ST|mitsubishi|10/21/2017
1VDOM44MSIQ70456|KUANOO ST|mercedes-benz|4/22/2012
2GJIN98MUVW269727|HAO ST|dodge|6/13/2016
1CTJC7MCLX763692|KAONOHI ST|saab|10/11/2017
4ALGW76JLDQ932429|KAONOHI ST|chevrolet|12/13/2012
1YCVR56CNOA478859|LULUKU RD|mitsubishi|8/19/2016
4DLHA24DUIO447903|KAHUALENA ST|honda|5/14/2012
1GVYH7FLXO402175|ALAKOKO ST|subaru|3/10/2012
2SHGH98MKRG393281|FERN ST|honda|12/30/2017
2UKNU40FPLN678583|IMUA PL|mercedes-benz|9/21/2011
3GJFV62UNFZ918605|KUALII ST|nissan|7/30/2012
3JKFG85NNES287848|KUALII ST|audi|4/5/2012
1CKWL47WERI771258|KUALII ST|mercury|4/10/2014
2UNZY98GGJZ152927|KAHOEA ST|chevrolet|10/2/2015
2XXML72HSBT541288|LUNALILO ST|peugot|9/3/2014
4IYXX5WWYW103424|ISENBERG ST|volkswagen|1/18/2016
1SEGL99TZSR990758|MAKAIWA ST|renault|9/11/2014
4QOQC68DXJR369385|KAMAAHA AVE|mazda|6/25/2015
5SXCA18RUZC465479|HILLSIDE AVE|mitsubishi|5/24/2017
5MDTY38UOUW744596|ALA POHA PL|volvo|1/11/2011
1PFOE80ZOQI849452|KALALAU ST|plymouth|10/17/2014
4JNCH58JVCD777798|OLOMANA ST|mercedes-benz|10/29/2016
4WYJU21XADL66040|HOOLULU ST|saab|9/14/2013
5VLPB70LGUJ693770|HIAPAIOLE LP|subaru|9/7/2014
1PADN33VSTU727384|HIAPAIOLE LP|nissan|1/15/2016
5CPRJ9ZMRA748873|AINANUI LP|plymouth|11/30/2011
1GQUD8TCZR519724|BROKAW ST|chevrolet|5/29/2015
1ZJCR51SFWN467261|HOLLINGER ST|peugot|12/30/2011
2JSRP41UPYM21450|AIALII ST|subaru|7/17/2013
2SCIW32KDVJ596780|LEHOPULU ST|volvo|2/7/2012
3DAPF46GIWW966314|MAKAALOA ST|porsche|12/17/2014
1CPWB40OBYP174874|AIEA HTS DR|mercury|11/18/2017
2SDXA26YEEU915430|AIEA HTS DR|isuzu|1/19/2013
2ZNXQ58PZUW758816|PALIKEA ST|mitsubishi|5/28/2015
1QBYZ74GWPD837245|IHO PL|isuzu|3/23/2015
1YSHI65SUSQ78565|PUUKU MAUKA DR|mercedes-benz|4/25/2014
2UXSP20MEEE606027|HINAHINA ST|chevrolet|10/27/2012
1XSIM22OAFM274088|HIAHIA LP|mazda|5/12/2015
2PYCV2GYTI443588|ANAPUNI ST|subaru|5/15/2012
1CUSC47FNVR897970|HALAWA DR|honda|7/19/2013
5VGTU60SMAK560806|AALA ST|volvo|8/28/2011
1EZDY88SFCW50198|HOOKAHI ST|mitsubishi|2/18/2015
3BQWI82EHVT297637|HOOLI CIR|audi|1/19/2015
1KIYD89EQNK661512|ALA LAULANI|nissan|12/12/2015
